0.0	0.7942505586276729
0.01	0.8062437828291926
0.02	0.8179614082970014
0.03	0.8293928899590939
0.04	0.8405279402535764
0.05	0.8513565383867769
0.06	0.8618689393512844
0.07	0.8720556826957963
0.08	0.8819076010388871
0.09	0.8914158283190327
0.1	0.9005718077734668
0.11	0.9093672996386909
0.12	0.9177943885657038
0.13	0.9258454907432829
0.14	0.9335133607229011
0.15	0.9407910979391431
0.16	0.947672152919746
0.17	0.954150333179685
0.18	0.9602198087939904
0.19	0.9658751176442861
0.2	0.9711111703343291
0.21	0.9759232547701212
0.22	0.9803070404004761
0.23	0.9842585821142233
0.24	0.9877743237905413
0.25	0.9908511014992271
0.26	0.9934861463480189
0.27	0.9956770869744129
0.28	0.9974219516797298
0.29	0.9987191702035092
0.3	0.9995675751366397
0.31	0.9999664029719469
0.32	0.9999152947912991
0.33	0.9994142965886093
0.34	0.9984638592284434
0.35	0.9970648380402731
0.36	0.9952184920487366
0.37	0.9929264828406015
0.38	0.9901908730694493
0.39	0.9870141245994261
0.4	0.9833990962897304
0.41	0.9793490414218342
0.42	0.9748676047717482
0.43	0.969958819329969
0.44	0.9646271026720615
0.45	0.958877252983138
0.46	0.9527144447398148
0.47	0.946144224053534
0.48	0.9391725036794369
0.49	0.9318055576952831
0.5	0.9240500158552041
0.51	0.9159128576233727
0.52	0.9074014058929561
0.53	0.8985233203960059
0.54	0.8892865908102161
0.55	0.8796995295687537
0.56	0.8697707643796291
0.57	0.8595092304613405
0.58	0.8489241625017818
0.59	0.8380250863476458
0.6	0.8268218104318059
0.61	0.8153244169463876
0.62	0.8035432527694772
0.63	0.7914889201536295
0.64	0.779172267184555
0.65	0.7666043780185772
0.66	0.7537965629076386
0.67	0.7407603480208365
0.68	0.7275074650716523
0.69	0.714049840760197
0.7	0.7003995860399878
0.71	0.6865689852189087
0.72	0.6725704849041616
0.73	0.6584166828011588
0.74	0.6441203163764408
0.75	0.629694251394813
0.76	0.6151514703410293
0.77	0.6005050607364302
0.78	0.5857682033610558
0.79	0.5709541603918367
0.8	0.556076263467527
0.81	0.5411479016911307
0.82	0.526182509580613
0.83	0.511193554978739
0.84	0.4961945269329256
0.85	0.48119892355601174
0.86	0.4662202398788624
0.87	0.4512719557057567
0.88	0.4363675234834719
0.89	0.4215203561949883
0.9	0.4067438152887121
0.91	0.3920511986540729
0.92	0.3774557286543187
0.93	0.36297054022728625
0.94	0.34860866906483823
0.95	0.33438303988162316
0.96	0.3203064547837051
0.97	0.3063915817475314
0.98	0.2926509432196087
0.99	0.2790969048471473
1.0	0.26574166434981145
